URL,"HTTP Code",Status,"Total Time (sec)","Name Lookup Time (sec)","Connect Time (sec)","Download Speed Time","Check Status Date"
http://xeroneit.net,200,OK,2.59,0.203,0.203,29171,"2016-01-14 10:35:54"
