URL,"HTTP Code",Status,"Total Time (sec)","Name Lookup Time (sec)","Connect Time (sec)","Download Speed Time","Check Status Date"
http://bmc.edu.bd,0,"Not Registered",31.231,0.234,0.234,0,"2016-01-14 11:29:03"
